Source,Summary sentence,Factoids
,"Dynamic resource allocation models consider fairness, availability, and service resilience during congestion.","""Dynamic resource allocation models consider fairness"",
""Dynamic resource allocation models consider availability"",
""Dynamic resource allocation models consider service resilience"",
""Consideration of fairness, availability, and service resilience occurs during congestion"""
,"URLLC requires ≤1 ms one-way latency and ≥99.999% reliability, posing stringent QoS targets.","""URLLC requires ≤ 1 ms one-way latency"",
""URLLC requires ≥ 99.999 % reliability"",
""Stringent QoS targets are posed by URLLC"""
,"Even with minimal packet inspection, packet processing latency remains unpredictable due to virtual environment effects.","""Packet processing latency remains unpredictable due to virtual environment effects"",
""Minimal packet inspection does not prevent unpredictable packet processing latency"""
,"To support URLLC with inline security, packet processing pipelines must be architected for low jitter and deterministic behavior.","""Packet processing pipelines must be architected for low jitter"",
""Packet processing pipelines must be architected for deterministic behavior"",
""Architecting packet processing pipelines for low jitter and deterministic behavior supports URLLC with inline security"""
,5G URLLC targets ≤ 1 ms user-plane latency—a ~4× reduction compared to LTE,"""5G URLLC targets mandate ≤ 1 ms user-plane latency"",
""≤ 1 ms user-plane latency represents ≈ 4× reduction compared to LTE"""
,"URLLC demands ultra-reliability (≥ 99.999%), with block error rates down to 10⁻⁹.","""URLLC demands ultra-reliability (≥ 99.999 %)"",
""URLLC demands block error rates down to 10⁻⁹"",
""Ultra-reliability (≥ 99.999 %) corresponds to block error rates down to 10⁻⁹"""
,URLLC flows use resource reservation with preemption and mini-slots to meet sub‑ms deadlines.,"""URLLC flows use resource reservation"",
""URLLC flows use preemption"",
""URLLC flows use mini-slots"",
""Use of resource reservation with preemption and mini-slots enables meeting sub-ms deadlines"""
,"Edge computing eliminates ~100 ms transport delay, enabling end-to-end latency ≤ 1 ms.","""Edge computing eliminates ∼100 ms transport delay"",
""Eliminating ∼100 ms transport delay enables end-to-end latency ≤ 1 ms"""
,Flexible TTIs and robust coding techniques are used to reduce transmission latency and BER,"""Flexible TTIs are used to reduce transmission latency"",
""Robust coding techniques are used to reduce transmission latency"",
""Flexible TTIs are used to reduce BER"",
""Robust coding techniques are used to reduce BER"""
,Multiple UPFs with local breakout support disjoint user-plane paths for low-latency and resilience.,"""Multiple UPFs with local breakout support disjoint user-plane paths"",
""Disjoint user-plane paths provide low-latency"",
""Disjoint user-plane paths provide resilience"""
,URLLC scheduling uses prioritized access and TTI scaling to minimize delay and jitter.,"""URLLC scheduling uses prioritized access"",
""URLLC scheduling uses TTI scaling"",
""Prioritized access minimizes delay and jitter"",
""TTI scaling minimizes delay and jitter"""
,"Reliable URLLC transmission combines mini-slots, redundancy, and HARQ optimization.","""Reliable URLLC transmission combines mini-slots"",
""Reliable URLLC transmission combines redundancy"",
""Reliable URLLC transmission combines HARQ optimization"""
,Edge-deployed UPFs and MEC collaborate to enforce QoS and satisfy URLLC requirements.,"""Edge-deployed UPFs collaborate with MEC"",
""Collaboration between Edge-deployed UPFs and MEC enforces QoS"",
""Collaboration between Edge-deployed UPFs and MEC satisfies URLLC requirements"""
,"URLLC flows demand ≤1 ms latency, low jitter, and ultra-high reliability; eMBB flows prioritize high throughput with moderate latency; mMTC supports up to 1 M devices/km² with low rate requirements.","""URLLC flows demand ≤ 1 ms latency"",
""URLLC flows demand low jitter"",
""URLLC flows demand ultra-high reliability"",
""eMBB flows prioritize high throughput"",
""eMBB flows prioritize moderate latency"",
""mMTC flows support up to 1 M devices/km²"",
""mMTC flows support low rate requirements"""
,"QoS metrics include latency, jitter, packet loss, throughput, reliability, fairness, and energy efficiency across 5G slices.","""QoS metrics include latency"",
""QoS metrics include jitter"",
""QoS metrics include packet loss"",
""QoS metrics include throughput"",
""QoS metrics include reliability"",
""QoS metrics include fairness"",
""QoS metrics include energy efficiency"",
""QoS metrics apply across 5G slices"""
,"Traffic shaping uses DiffServ: ingress classification, metering, and marking enable per-hop QoS enforcement.","""Traffic shaping uses DiffServ"",
""Ingress classification enables per-hop QoS enforcement"",""
""Metering enables per-hop QoS enforcement"",
""Marking enables per-hop QoS enforcement"""
,URLLC scheduling uses preemption/puncturing or mini-slots at RAN to meet sub-ms latency requirements.,"""URLLC scheduling uses preemption/puncturing"",
""URLLC scheduling uses mini-slots at RAN"",
""Preemption/puncturing and mini-slots at RAN meet sub-ms latency requirements"""
,mMTC devices use dynamic channel access protocols to handle high device density and sporadic traffic.,"""eMBB scheduling applies proportional fairness"",
""eMBB scheduling applies weighted round-robin"",
""Proportional fairness balances throughput and fairness"",
""Weighted round-robin balances throughput and fairness"""
,Transport-priority queuing ensures UL/DL URLLC packets are served ahead of eMBB and mMTC traffic.,"""Transport-priority queuing ensures UL/DL URLLC packets are served ahead of eMBB traffic"",
""Transport-priority queuing ensures UL/DL URLLC packets are served ahead of mMTC traffic"""
,Hard slicing uses dedicated resources per slice; soft slicing shares resources with prioritization—supporting mixed traffic isolation.,"""Hard slicing uses dedicated resources per slice"",
""Soft slicing shares resources with prioritization"",
""Hard slicing and soft slicing support mixed traffic isolation"""
,Reliability and latency goals for URLLC are modeled via resource block reservation and robust coding at physical and transport layers.,"""Reliability and latency goals for URLLC are modeled via resource block reservation"",
""Reliability and latency goals for URLLC are modeled via robust coding"",
""Resource block reservation occurs at physical layer"",
""Resource block reservation occurs at transport layer"",
""Robust coding occurs at physical layer"",
""Robust coding occurs at transport layer"""
,"QoS enforcement spans RAN, transport, and core layers—ensuring consistent SLA adherence.","""QoS enforcement spans RAN"",
""QoS enforcement spans transport"",
""QoS enforcement spans core layers"",
""Spanning RAN, transport, and core layers ensures consistent SLA adherence"""
,Each QoS Flow in 5G is tagged with a unique 4-bit QFI within its PDU session.,"""QoS Flow is tagged with unique 4-bit QFI"",
""Tagging with unique 4-bit QFI occurs within PDU session"""
,"QoS Flows are classified as GBR or Non‑GBR, with specific QoS profiles defined.","""QoS Flows are classified as GBR"",
""QoS Flows are classified as Non-GBR"",
""Specific QoS profiles are defined for GBR QoS Flows"",
""Specific QoS profiles are defined for Non-GBR QoS Flows"""
,UPF applies Packet Detection Rules (PDRs) and UE applies QoS rules to map packets to QoS flows at NAS layer.,"""UPF applies Packet Detection Rules (PDRs)"",
""UE applies QoS rules"",
""Applying PDRs and QoS rules maps packets to QoS flows at the NAS layer"""
,"Packet filters use IP addresses, ports, protocols, and Ethernet tags to classify packets.","""Packet filters use IP addresses"",
""Packet filters use ports"",
""Packet filters use protocols"",
""Packet filters use Ethernet tags"",""
""Using IP addresses, ports, protocols, and Ethernet tags enables packet classification"""
,"SDAP sublayer maps QoS flows with given QFI to DRBs, supported by RRC-configured mapping rules.","""Kubernetes-based control plane orchestration benefits from stateless NF design"",
""Stateless NF design enables auto-replacement of crashed pods"",
""Auto-replacement of crashed pods occurs without state loss"""
,Multiple QoS flows can share a DRB if their service requirements align.,"""Multiple QoS flows can share a DRB"".
""Sharing a DRB requires aligned service requirements"""
,"SMF configures QoS flows by distributing QoS rules and PDRs to UE (N1), gNB (N2), and UPF (N4).","""SMF configures QoS flows"",
""SMF distributes QoS rules to UE via N1"",
""SMF distributes PDRs to gNB via N2"",
""SMF distributes PDRs to UPF via N4"""
,"QoS control spans NAS classification, SDAP mapping, and GTP-U marking to enforce consistent end-to-end service quality.","""QoS control spans NAS classification"",
""QoS control spans SDAP mapping"",
""QoS control spans GTP-U marking"",
""NAS classification enforces consistent end-to-end service quality"",
""SDAP mapping enforces consistent end-to-end service quality"",
""GTP-U marking enforces consistent end-to-end service quality"""
,"5G mandates support for 5G‑AKA and EAP‑AKA′ for unified, access‑agnostic authentication.","""5G mandates support for 5G-AKA"",
""5G mandates support for EAP-AKA′"",
""5G-AKA provides unified, access-agnostic authentication"",
""EAP-AKA′ provides unified, access-agnostic authentication"""
,EAP‑TLS can be used as a secondary authentication method in private or enterprise deployments.,"""EAP-TLS can be used as secondary authentication method"",
""Secondary authentication method is used in private deployments"",
""Secondary authentication method is used in enterprise deployments"""
,AUSF anchors the security key KSEAF during initial authentication and supplies authentication vectors.,"""AUSF anchors security key KSEAF"",
""Anchoring security key KSEAF occurs during initial authentication"",
""AUSF supplies authentication vectors"""
,UDM/ARPF stores subscriber credentials and supports authentication via both AKA and EAP frameworks.,"""UDM/ARPF stores subscriber credentials"",
""UDM/ARPF supports authentication via AKA framework"",
""UDM/ARPF supports authentication via EAP framework"""
,"All SBA APIs must use mutual TLS with client and server certificates, often coupled with OAuth authorization.","""All SBA APIs must use mutual TLS"",
""Mutual TLS requires client certificates"",
""Mutual TLS requires server certificates"",
""All SBA APIs are often coupled with OAuth authorization"""
,"IPsec tunnels (NWu/NWt) protect NAS signaling over non‑3GPP access, with optional NULL encryption for trusted networks.","""IPsec tunnels (NWu/NWt) protect NAS signaling"",
""IPsec tunnels (NWu/NWt) operate over non-3GPP access"",
""Optional NULL encryption is used for trusted networks"""
,"SEPP secures inter‑PLMN signaling on N32 via TLS or PRINS, ensuring integrity and confidentiality.","""SEPP secures inter-PLMN signaling on N32"",
""Securing inter-PLMN uses TLS"",
""Securing inter-PLMN uses PRINS"",
""Securing inter-PLMN signaling ensures integrity"",
""Securing inter-PLMN signaling ensures confidentiality"""
,IPUPS secures N9 GTP‑U traffic between UPFs with IPsec-based filtering to avoid tunnel spoofing.,"""IPUPS secures N9 GTP-U traffic between UPFs"",
""IPUPS uses IPsec-based filtering"",
""IPsec-based filtering avoids tunnel spoofing"""
,NSSAAF enables slice‑level authentication using EAP‑based credentials for each network slice.,"""NSSAAF enables slice-level authentication"",
""Slice-level authentication uses EAP-based credentials"",
""EAP-based credentials are used for each network slice"""
,"Zero‑Trust security within 5G SBA demands explicit flow definitions, strict policies, and continuous monitoring.","""Zero-Trust security demands explicit flow definitions"",
""Zero-Trust security demands strict policies"",
""Zero-Trust security demands continuous monitoring"""
,"Slice management interfaces leverage OAuth for access control, combined with mTLS for secure management messaging.","""Slice management interfaces leverage OAuth"",
""Slice management interfaces use mTLS"",
""OAuth provides access control"",
""mTLS secures management messaging"""
,"UE identity is encrypted as SUCI using public-key encryption, protecting SUPI from over-the-air exposure.","""UE identity is encrypted as SUCI"",
""Encryption as SUCI uses public-key encryption"",
""Encryption as SUCI protects SUPI from over-the-air exposure"""
,"New SBA functions SEAF, AUSF, UDM/ARPF, and SIDF coordinate to authenticate UE and manage key derivation.","""SIDF coordinates to authenticate UE"",
""UDM/ARPF coordinates to authenticate UE"",
""AUSF coordinates to authenticate UE"",
""SEAF coordinates to authenticate UE"",
""SEAF coordinates to manage key derivation"",
""UDM/ARPF coordinates to manage key deriv""ation"",
""AUSF coordinates to manage key derivation"",
""SIDF coordinates to manage key derivation"""
,"5G key hierarchy includes KAUSF, KSEAF, and KAMF, offering deeper security separation than 4G.","""5G key hierarchy includes KAUSF""
""5G key hierarchy includes KSEAF"",
""5G key hierarchy includes KAMF"",
""5G key hierarchy offers deeper security separation than 4G"""
,A single 5G authentication session can establish multiple security contexts across access types.,"""5G authentication session establishes multiple security contexts"",
""Security contexts span different access types"""
,EAP‑AKA′ is a symmetric key-based EAP method offering similar trust as 5G‑AKA but via EAP exchange.,"""EAP-AKA′ is symmetric key-based EAP method"",
""EAP-AKA′ offers trust equivalent to 5G-AKA"",
""Trust equivalent to 5G-AKA is delivered via EAP exchange"""
,"SUPI encryption, SBA authentication functions, and deeper key derivation collectively enhance privacy and home‑network control in 5G.","""SUPI encryption enhances privacy"",
""SBA authentication functions enhance privacy"",
""Deeper key derivation enhances privacy"",
""SUPI encryption enhances home-network control"",
""SBA authentication functions enhance home-network control"",
""Deeper key derivation enhances home-network control"",
""Enhancing privacy and home-network control occurs in 5G"""
,"5G-AKA and EAP-AKA′ are mandatory primary authentication protocols across N1, N12, and N13 interfaces.","""5G-AKA is a mandatory primary authentication protocol across N1 interface"",
""5G-AKA is a mandatory primary authentication protocol across N12 interface"",
""5G-AKA is a mandatory primary authentication protocol across N13 interface"",
""EAP-AKA′ is a mandatory primary authentication protocol across N1 interface"",
""EAP-AKA′ is a mandatory primary authentication protocol across N12 interface"",
""EAP-AKA′ is a mandatory primary authentication protocol across N13 interface"""
,EAP enables unified authentication regardless of whether a UE accesses via 3GPP or non-3GPP RAT.,"""EAP enables unified authentication"",
""Unified authentication applies regardless of UE access via 3GPP RAT"",
""Unified authentication applies regardless of UE access via non-3GPP RAT"""
,"N1 and N2 interfaces must be protected using IPsec for non-3GPP access, and NAS integrity algorithms over 3GPP access.","""N1 interface must be protected using IPsec over non-3GPP access"",
""N1 interface must be protected using NAS integrity algorithms over 3GPP access"",
""N2 interface must be protected using IPsec over non-3GPP access"",
""N2 interface must be protected using NAS integrity algorithms over 3GPP access"""
,Control-plane interfaces to AUSF and UDM (N12/N13) require mutual TLS to enforce authentication and confidentiality.,"""N12 interface requires mutual TLS"",
""N13 interface requires mutual TLS"",
""Mutual TLS enforces authentication"",
""Mutual TLS enforces confidentiality"""
,"Even when authentication exchanges are secure, implementations must ensure serving network binding via proper key derivation to prevent impersonation.","""Authentication exchanges can be secure"",
""Implementations must ensure serving network binding via proper key derivation"",
""Proper key derivation for serving network binding prevents impersonation"""
,"Non-3GPP access (e.g., Wi‑Fi) requires IPsec tunnels (e.g., NWu) to secure NAS and user-plane traffic.
","""Non-3GPP access requires IPsec tunnels"",
""Wi-Fi is a form of Non-3GPP access"",
""IPsec tunnels secure NAS traffic"",
""IPsec tunnels secure user-plane traffic"",
""NWu is a IPsec tunnel"""
,UE establishes an IPsec signaling SA (NWu) with the N3IWF over IKEv2 and EAP‑5G when connected via untrusted WLAN.,"""UE establishes IPsec signaling SA"",
""IPsec signaling SA is established with N3IWF"",
""IPsec signaling SA uses IKEv2"",
""IPsec signaling SA uses EAP-5G"",
""UE is connected via untrusted WLAN"",
""NWu ensures IPsec signaling SA"""
,"User-plane over Wi‑Fi uses separate IPsec child SA(s) after PDU session establishment, with encryption based on trust.","""User-plane over Wi-Fi uses separate IPsec child SA(s)"",
""Separate IPsec child SA(s) are established after PDU session establishment"""
,Trusted WLAN setups use layer‑2 authentication (802.1x via TNAP) followed by IPsec signaling SA with NULL encryption to avoid double encryption.,"""Trusted WLAN setups use layer-2 authentication"",
""Layer-2 authentication is followed by IPsec signaling SA"",
""Layer-2 authentication is done by 802.1x via TNAP"",
""IPsec signaling SA employs NULL encryption"",
""NULL encryption avoids double encryption"""
,"Wi‑Fi only devices without USIM rely on certificate-based EAP‑TLS/EAP‑TTLS, especially in private SNPN environments.","""Wi-Fi only devices without USIM rely on certificate-based EAP-TLS"",
""Wi-Fi only devices without USIM rely on certificate-based EAP-TTLS"",
""Certificate-based EAP-TLS/EAP-TTLS are used in private SNPN environments"""
,ATSSS enables steering or splitting of traffic between 3GPP and Wi‑Fi based on central policy from SMF/PCF.,"""ATSSS enables steering of traffic between 3GPP"",
""ATSSS enables steering of traffic between Wi-Fi"",
""ATSSS enables splitting of traffic between 3GPP"",
""ATSSS enables splitting of traffic between Wi-Fi"",
""Steering or splitting of traffic is based on central policy"",
""Central policy is provided by SMF"",
""Central policy is provided by PCF"""
,NAS messages over Wi‑Fi rely on TCP/IP transport within IPsec tunnels to ensure message reliability and ordering.,"""NAS messages over Wi-Fi rely on TCP/IP transport"",
""TCP/IP transport occurs within IPsec tunnels"",
""IPsec tunnels ensure message reliability"",
""IPsec tunnels ensure message ordering"""
,"Integration of EAP‑5G, IKEv2, and IPsec ensures secure control and data-plane transport across Wi‑Fi links.","""Integration of EAP-5G, IKEv2, and IPsec ensures secure control-plane transport"",
""Integration of EAP-5G, IKEv2, and IPsec ensures secure data-plane transport"",
""Secure control-plane transport occurs across Wi-Fi links"",
""Secure data-plane transport occurs across Wi-Fi links"""
,"Primary authentication in industrial 5G mandates use of 5G‑AKA, EAP‑AKA, or EAP‑TLS to verify device identity.","""Primary authentication in industrial 5G mandates use of 5G-AKA"",
""Primary authentication in industrial 5G mandates use of EAP-AKA"",
""Primary authentication in industrial 5G mandates use of EAP-TLS"",
""5G-AKA verifies device identity"",
""EAP-AKA verifies device identity"",
""EAP-TLS verifies device identity"""
,"Secondary EAP authentication enables access to external services or slice-specific networks using alternate credentials.
","""Secondary EAP authentication enables access to external services"",
""Secondary EAP authentication enables access to slice-specific networks"",
""Access to external services uses alternate credentials"",
""Access to slice-specific networks uses alternate credentials"""
,UDM/HSS securely stores USIM credentials and supports provisioning workflows for industrial devices.,"""UDM/HSS securely stores USIM credentials"",
""UDM/HSS supports provisioning workflows for industrial devices"""
,SIM provisioning in industrial environments requires secure lifecycle procedures including revocation and updates.,"""SIM provisioning in industrial environments requires secure lifecycle procedures"",
""Secure lifecycle procedures include revocation"",
""Secure lifecycle procedures include updates"""
,"Industrial RAN requires IPsec tunnels (NWu/NWt) to protect NAS signaling and data-plane, with SPI protections.","""Industrial RAN requires IPsec tunnels"",
""IPsec tunnels protect NAS signaling"",
""IPsec tunnels protect data-plane"",
""IPsec tunnels include SPI protections"",
""NWu is a IPsec tunnel"",
""NWt is a IPsec tunnel"""
,Industrial 5G prioritizes availability and deterministic latency over confidentiality to maintain real-time control.,"""Industrial 5G prioritizes availability over confidentiality"",
""Industrial 5G prioritizes deterministic latency over confidentiality"",
""Prioritizing availability and deterministic latency over confidentiality supports maintaining real-time control"""
,TSN traffic must be mapped into 5G slices with real-time scheduling and IPsec security for industrial applications.,"""TSN traffic must be mapped into 5G slices"",
""TSN traffic mapping into 5G slices requires real-time scheduling"",
""TSN traffic mapping into 5G slices requires IPsec security"",
""TSN traffic mapping into 5G slices is used for industrial applications"""
,"Industrial 5G must mitigate wireless-specific threats (e.g., jamming, spoofing) via hardened SIM provisioning and tunnel integrity.","""Industrial 5G must mitigate wireless-specific threats"",
""Wireless-specific threats include jamming"",
""Wireless-specific threats include spoofing"",
""Mitigation of wireless-specific threats is achieved via hardened SIM provisioning"",
""Mitigation of wireless-specific threats is achieved via tunnel integrity"""
,Slice-specific EAP authentication is critical where multiple industrial operations share the same 5G infrastructure.,"""Slice-specific EAP authentication is critical for multiple industrial operations sharing the same 5G infrastructure"",
""Multiple industrial operations share the same 5G infrastructure"""
,"Network telemetry is collected via a monitoring interface from NFs, analyzed by NWDAF, and used to audit intent success.","""Network telemetry is collected via monitoring interface"",
""Network Function has monitoring interface"",
""Network telemetry is analyzed by NWDAF"",
""Analysis of network telemetry by NWDAF is used to audit intent success"""
,Consumer-facing interface accepts user intent defined via 3GPP TS-28.312 intent schemas.,"""Consumer-facing interface accepts user intent"",
""User intent is defined via 3GPP TS-28.312 intent schemas"""
,Use cases like IoT aggregation and V2X QoS demonstrate how intent drives slice creation and SLA enforcement end-to-end.,"""Use cases include IoT aggregation"",
""Use cases include V2X QoS"",
""IoT aggregation use case demonstrates intent-driven slice creation"",
""V2X QoS use case demonstrates intent-driven slice creation"",
""IoT aggregation use case demonstrates intent-driven SLA enforcement end-to-end"",
""V2X QoS use case demonstrates intent-driven SLA enforcement end-to-end"",
""Intent drives slice creation"",
""Intent drives SLA enforcement end-to-end"""
,"An intent is decoupled from execution—it specifies what (intent expectations), not how (policies/actions), aligning with a model-driven SBMA approach.","""Intent is decoupled from execution"",
""Intent specifies intent expectations"",
""Intent does not specify policies/actions"",
""Decoupling of intent from execution aligns with model-driven SBMA approach"""
,"Intent operations include create, modify, query, delete, activate, and deactivate, each managing intent lifecycle states.","""Intent operations include create"",
""Intent operations include modify"",
""Intent operations include query"",
""Intent operations include delete"",
""Intent operations include activate"",
""Intent operations include deactivate"",
""Intent operations manage intent lifecycle states"",""
Managing intent lifecycle states applies to each intent operation"""
,"Intent content includes expectations (e.g., throughput targets, area coverage) linked to context objects such as PLMN and TAC.","""Intent content includes expectations"",
""Expectations include throughput targets"",
""Expectations include area coverage"",
""Intent content is linked to context objects"",
""Context objects include PLMN"",
""Context objects include TAC"""
,"TR 28.912 enhances TS 28.312 with verification reports, conflict resolution, feasibility checks, AI/ML mapping, and intent‑driven SON orchestration.","""TR 28.912 enhances TS 28.312"",
""TR 28.912 provides verification reports"",
""TR 28.912 provides conflict resolution"",
""TR 28.912 provides feasibility checks"",
""TR 28.912 provides AI/ML mapping"",
""TR 28.912 provides intent-driven SON orchestration"""
,Intent expectations can include energy savings targets balanced against service performance metrics.,"""Intent expectations can include energy savings targets"",
""Intent expectations can include service performance metrics"",
""Energy savings targets are balanced against service performance metrics"""
,"Release 19 (TR 28.914) extends intent models, including RAN-level intent autopolicies for 6G readiness.","""Release 19 (TR 28.914) extends intent models"",
""Extended intent models include RAN-level intent autopolicies"",
""RAN-level intent autopolicies support 6G readiness"""
,"RadioNetworkExpectation in TS 28.312 includes attributes like coverageAreaPolygon, RAT types, target throughput, and latency thresholds","""RadioNetworkExpectation includes coverageAreaPolygon"",
""RadioNetworkExpectation includes RAT types"",
""RadioNetworkExpectation includes target throughput"",
""RadioNetworkExpectation includes latency thresholds"""
,"Network intents are high-level objectives defined as IntentTargets, IntentExpectations, and context constraints.","""Network intents are high-level objectives"",
""Network intents are defined as IntentTargets"",
""Network intents are defined as IntentExpectations"",
""Network intents are defined as context constraints"""
,"Conflict detection mechanisms identify overlapping or contradictory intents, requiring resolution rules.","""Conflict detection mechanisms identify overlapping intents"",
""Conflict detection mechanisms identify contradictory intents"",
""Identifying overlapping or contradictory intents requires resolution rules"""
,"Use cases—slice provisioning, indoor positioning, and service deployment—were benchmarked for provisioning latency.","""Use cases include slice provisioning"",
""Use cases include indoor positioning"",
""Use cases include service deployment"",
""Use cases were benchmarked for provisioning latency"""
,A slice is a customer SLA-backed end-to-end logical network running on shared infrastructure with performance bounds.,"""Slice is a customer SLA-backed end-to-end logical network"",
""End-to-end logical network runs on shared infrastructure"",
""End-to-end logical network has performance bounds"""
,Slices comprise both dedicated and shared resources and must be logically isolated from one another.,"""Slices comprise dedicated resources"",
""Slices comprise shared resources"",""
Dedicated and shared resources must be logically isolated from one another"""
,"Business bundles allow operators to combine multiple slice types (e.g., URLLC + eMBB) under a unified SLA.","""Business bundles allow operators to combine multiple slice types under a unified SLA"",
""Operators combine URLLC and eMBB slice types"",
""Combination of multiple slice types occurs under unified SLA"""
,"Generic Slice Templates define attribute domains (e.g., latency range, reliability targets) for network slices.","""Generic Slice Templates define attribute domains"",
""Attribute domains include latency range"",
""Attribute domains include reliability targets"",
""Attribute domains apply to network slices"""
,Network Slice Type instantiates a GST with specific values tailored to a vertical use case’s requirements.,"""Network Slice Type instantiates Generic Slice Template (GST)"",
""Network Slice Type applies specific values tailored to a vertical use case’s requirements"""
,"Slices can span RAN, Core, and Transport domains and be shared across multiple operators for roaming support.","""Slices can span RAN, Core, and Transport domains"",
""Slices can be shared across multiple operators"",
""Sharing slices across multiple operators supports roaming support"""
,Operators publish standardized slice blueprints to visited PLMNs to preserve SLAs and enable slice continuity.,"""Operators publish standardized slice blueprints"",
""Standardized slice blueprints are published to visited PLMNs"",
""Publishing standardized slice blueprints to visited PLMNs preserves SLAs"",
""Publishing standardized slice blueprints to visited PLMNs enables slice continuity"""
,Slice customization is capped by GST/NEST—customers cannot exceed operator-defined attribute ranges.,"""Slice customization is capped by GST/NEST"",
""Customers cannot exceed operator-defined attribute ranges"""
,Use cases like V2X and industrial IoT require elasticity and strict traffic isolation from slices.,"""Use cases like V2X and industrial IoT require elasticity"",
""Use cases like V2X and industrial IoT require strict traffic isolation from slices"""
,"Regulatory models must handle neutrality, data sovereignty, and cross-border slicing SLAs.","""Regulatory models must handle neutrality"",
""Regulatory models must handle data sovereignty"",
""Regulatory models must handle cross-border slicing SLAs"""
,Slice descriptors and SLAs are central to operator interoperability and roaming in sliced 5G environments.,"Slice descriptors are central to operator interoperability"",
""Slice descriptors are central to roaming in sliced 5G environments"",
""SLAs are central to operator interoperability"",
""SLAs are central to roaming in sliced 5G environments"",
""Operator interoperability occurs in sliced 5G environments"",
""Roaming occurs in sliced 5G environments"""
,"5G slicing enables dynamic per-slice traffic treatment, creating potential information asymmetries vis-à-vis regulators.","""5G slicing enables dynamic per-slice traffic treatment"",
""Dynamic per-slice traffic treatment creates potential information asymmetries"",
""Potential information asymmetries occur vis-à-vis regulators"""
,"NWDAF can expose per-slice KPIs (packet loss, delay, QoS metrics) to external regulators via NEF.","""NWDAF exposes per-slice KPIs"",
""Per-slice KPIs include packet loss"",
""Per-slice KPIs include delay"",
""Per-slice KPIs include QoS metrics"",
""NWDAF exposes per-slice KPIs to external regulators"",
""Exposure to external regulators occurs via NEF"""
,NWDAF employs a consumer–producer model with standardized interfaces for periodic KPI and analytics distribution.,"""NWDAF employs consumer–producer model"",
""Consumer–producer model uses standardized interfaces"",
""Standardized interfaces support periodic KPI distribution"",
""Standardized interfaces support analytics distribution"""
,"Analytics functions include historical trend analysis, predictive modeling, anomaly detection, and QoS sustainability reports.","""Analytics functions include historical trend analysis"",
""Analytics functions include predictive modeling"",
""Analytics functions include anomaly detection"",
""Analytics functions include QoS sustainability reports"""
,NWDAF enables real-time regulatory monitoring of net neutrality compliance based on slice-level transparency.,"""NWDAF enables real-time regulatory monitoring of net neutrality compliance"",
""Real-time regulatory monitoring of net neutrality compliance is based on slice-level transparency"""
,"Deployment options include SNPN, PNI‑NPN, and hybrid models with shared RAN and TSN integration.","""Deployment options include SNPN"",
""Deployment options include PNI-NPN"",
""Deployment options include hybrid models"",
""Hybrid models use shared RAN"",
""Hybrid models use TSN integration"""
,Security zones and VLAN-based segmentation enable dynamic isolation of traffic within slices.,"""Security zones enable dynamic isolation of traffic within slices"",
""VLAN-based segmentation enables dynamic isolation of traffic within slices"""
,Operator policy defines tenant-customizable parameters like coverage area and TSN support levels.,"""Operator policy defines tenant-customizable parameters"",
""Tenant-customizable parameters include coverage area"",
""Tenant-customizable parameters include TSN support levels"""
,"Qualitative mapping of use-case requirements (latency, reliability) to NPN architecture types informs deployment choice.","""Use-case requirements include latency"",
""Use-case requirements include reliability"",
""Use-case requirements are qualitatively mapped to NPN architecture types"",
""Qualitative mapping of use-case requirements to NPN architecture types informs deployment choice"""
,Slice access can be geographically constrained using TAC or other location identifiers.,"""Slice access can be geographically constrained using TAC"",
""Slice access can be geographically constrained using other location identifiers"""
,Edge cloud and TSN functions are co-located based on geo-proximity to meet tight latency targets.,"""Edge cloud and TSN functions are co-located based on geo-proximity"",
""Co-location based on geo-proximity enables meeting tight latency targets"""
,Dynamic traffic-driven forwarding rules support adaptive slice isolation and performance optimization.,"""Dynamic traffic-driven forwarding rules support adaptive slice isolation"",
""Dynamic traffic-driven forwarding rules support performance optimization"""
,PCF enforces Maximum Slice Data Rate by rejecting SM Policy or PDU session establishment if slice budget is exceeded.,"""PCF enforces Maximum Slice Data Rate"",
""PCF rejects SM Policy establishment"",
""PCF rejects PDU session establishment"",
""Rejection of SM Policy or PDU session establishment occurs if slice budget is exceeded"""
,"With NWDAF integration, PCF uses slice usage data (volume and duration) to apply or relax constraints dynamically.","""PCF uses slice usage data"",
""Usage data defined by volume "",
""Usage data defined by duration"",
""Slice usage data is provided by NWDAF integration"",
""PCF applies or relaxes constraints dynamically"""
,"Without NWDAF, the PCF deducts used capacity from UDR via Session-AMBR and MBR during flow provisioning.","""PCF deducts used capacity from UDR via Session-AMBR"",
""PCF deducts used capacity from UDR via MBR"",
""Deducting used capacity via Session-AMBR and MBR occurs during flow provisioning"""
,"If PCF rejects due to exceeded data rate, SMF returns HTTP 403 'EXCEEDED_SLICE_DATA_RATE' to UE.","""PCF rejects flow setup due to exceeded data rate"",
""SMF returns HTTP 403 'EXCEEDED_SLICE_DATA_RATE' to UE"""
,Slice capacity is restored to UDR when sessions or GBR rules terminate or are modified downward.,"""Slice capacity is restored to UDR"",
""Restoration of slice capacity to UDR occurs when sessions terminate"",
""Restoration of slice capacity to UDR occurs when GBR rules are modified downward"""
