node_id,parent_id,label,uri
n00682,n00073,IPv6,http://example.org/telecom#IPv6
n00683,n00073,IPv6CommunicationChannels,http://example.org/telecom#IPv6CommunicationChannels
n00684,n00273,IPv6ControlPlaneNetworks,http://example.org/telecom#IPv6ControlPlaneNetworks
n00685,n01058,IPv6Firewalls,http://example.org/telecom#IPv6Firewalls
n00686,n01594,IPv6MulticastScope,http://example.org/telecom#IPv6MulticastScope
n00687,n01313,IPv6OnlyDualStackAndIPv4TranslationModes,http://example.org/telecom#IPv6OnlyDualStackAndIPv4TranslationModes
n00688,n01058,IPv6OnlyUEs,http://example.org/telecom#IPv6OnlyUEs
n00689,n01838,IPv6OnlyUserPlane,http://example.org/telecom#IPv6OnlyUserPlane
n00690,n01838,IPv6OnlyUserPlaneSupport,http://example.org/telecom#IPv6OnlyUserPlaneSupport
n00691,n00073,IPv6Subnets,http://example.org/telecom#IPv6Subnets
n00692,n01313,IPv6TransitionTunnels,http://example.org/telecom#IPv6TransitionTunnels
n00693,n00694,Identifier,http://example.org/telecom#Identifier
n00694,n00228,IdentifierConcept,http://example.org/telecom#IdentifierConcept
n00695,n01594,IdentifyingOverlappingOrContradictoryIntents,http://example.org/telecom#IdentifyingOverlappingOrContradictoryIntents
n00696,n01506,ImmediateAccessToNecessaryContext,http://example.org/telecom#ImmediateAccessToNecessaryContext
n00697,n00228,ImpactedLayers,http://example.org/telecom#ImpactedLayers
n00698,n00228,ImplementationSpecifics,http://example.org/telecom#ImplementationSpecifics
n00699,n00161,ImplementedAsMicroservices,http://example.org/telecom#ImplementedAsMicroservices
n00700,n00210,IncreasedRuntimeCharges,http://example.org/telecom#IncreasedRuntimeCharges
n00701,n00446,IndependentEdgeDeployment,http://example.org/telecom#IndependentEdgeDeployment
n00702,n01060,IndependentEvolutionAndScalingOfUPF,http://example.org/telecom#IndependentEvolutionAndScalingOfUPF
n00703,n01205,IndependentPlacementOfControlPlaneFunctions,http://example.org/telecom#IndependentPlacementOfControlPlaneFunctions
n00704,n01594,IndependentScaling,http://example.org/telecom#IndependentScaling
n00705,n00228,IndividualIPs,http://example.org/telecom#IndividualIPs
n00706,n00049,IndividualScrapingByPrometheus,http://example.org/telecom#IndividualScrapingByPrometheus
n00707,n00228,Individually,http://example.org/telecom#Individually
n00708,n00228,IndoorPositioning,http://example.org/telecom#IndoorPositioning
n00709,n01594,Industrial5G,http://example.org/telecom#Industrial5G
n00710,n01594,IndustrialApplications,http://example.org/telecom#IndustrialApplications
n00711,n00161,IndustrialGradeContainerPlatforms,http://example.org/telecom#IndustrialGradeContainerPlatforms
n00712,n01313,IndustrialRAN,http://example.org/telecom#IndustrialRAN
n00713,n01060,InfrastructureAsCodePipelines,http://example.org/telecom#InfrastructureAsCodePipelines
n00714,n01060,InfrastructureSharing,http://example.org/telecom#InfrastructureSharing
n00715,n00228,InherentlyStateless,http://example.org/telecom#InherentlyStateless
n00716,n00161,InitContainers,http://example.org/telecom#InitContainers
n00717,n01485,InitialAuthentication,http://example.org/telecom#InitialAuthentication
n00718,n01594,InitialFiveGDeployments,http://example.org/telecom#InitialFiveGDeployments
n00719,n00228,InitialProcedures,http://example.org/telecom#InitialProcedures
n00720,n01058,InitialUEMessage,http://example.org/telecom#InitialUEMessage
n00721,n01058,InstallingLocalMetricsServers,http://example.org/telecom#InstallingLocalMetricsServers
n00722,n00228,Integration,http://example.org/telecom#Integration
n00723,n00132,IntegrationOfBandwidthAllocationTrafficPrioritizationEncryptionAndNetworkSlicing,http://example.org/telecom#IntegrationOfBandwidthAllocationTrafficPrioritizationEncryptionAndNetworkSlicing
n00724,n01266,IntegrationOfEAP5GIKEv2AndIPsec,http://example.org/telecom#IntegrationOfEAP5GIKEv2AndIPsec
n00725,n01594,IntegrationOfRealTimeMetrics,http://example.org/telecom#IntegrationOfRealTimeMetrics
n00726,n01133,IntegrationOfRealTimeMetricsInOrchestrationControllers,http://example.org/telecom#IntegrationOfRealTimeMetricsInOrchestrationControllers
n00727,n01313,IntegrationWithExternalRANSimulators,http://example.org/telecom#IntegrationWithExternalRANSimulators
n00728,n01485,Integrity,http://example.org/telecom#Integrity
n00729,n00228,Intent,http://example.org/telecom#Intent
n00730,n00794,Intent7MbpsUplink≤50MsLatency,http://example.org/telecom#Intent7MbpsUplink_50MsLatency
n00731,n01133,IntentBasedAutomation,http://example.org/telecom#IntentBasedAutomation
n00732,n00228,IntentContent,http://example.org/telecom#IntentContent
n00733,n01133,IntentDrivenOrchestration,http://example.org/telecom#IntentDrivenOrchestration
n00734,n01217,IntentDrivenSLAEnforcementEndToEnd,http://example.org/telecom#IntentDrivenSLAEnforcementEndToEnd
n00735,n01506,IntentDrivenSliceCreation,http://example.org/telecom#IntentDrivenSliceCreation
n00736,n00228,IntentExpectations,http://example.org/telecom#IntentExpectations
n00737,n00228,IntentFromImplementationDetails,http://example.org/telecom#IntentFromImplementationDetails
n00738,n00855,IntentLifecycleStates,http://example.org/telecom#IntentLifecycleStates
n00739,n01224,IntentMappingRules,http://example.org/telecom#IntentMappingRules
n00740,n00340,IntentModels,http://example.org/telecom#IntentModels
n00741,n00228,IntentOperations,http://example.org/telecom#IntentOperations
n00742,n01594,IntentSpecification,http://example.org/telecom#IntentSpecification
n00743,n01217,IntentToPolicyMapping,http://example.org/telecom#IntentToPolicyMapping
n00744,n00228,InterClusterConnectivity,http://example.org/telecom#InterClusterConnectivity
n00745,n01060,InterNFServiceCall,http://example.org/telecom#InterNFServiceCall
n00746,n01060,InterNFServiceCalls,http://example.org/telecom#InterNFServiceCalls
n00747,n00693,InterPLMNControlSignaling,http://example.org/telecom#InterPLMNControlSignaling
n00748,n00693,InterPLMNSecurity,http://example.org/telecom#InterPLMNSecurity
n00749,n00693,InterPLMNSignalingOnN32,http://example.org/telecom#InterPLMNSignalingOnN32
n00750,n01060,InterUPFCommunication,http://example.org/telecom#InterUPFCommunication
n00751,n01060,InterchangeableNFInstancesOfTheSameType,http://example.org/telecom#InterchangeableNFInstancesOfTheSameType
n00752,n00753,Interface,http://example.org/telecom#Interface
n00753,n00228,InterfaceConcept,http://example.org/telecom#InterfaceConcept
n00754,n00752,InterfaceLevelMetrics,http://example.org/telecom#InterfaceLevelMetrics
n00755,n00228,IntermittentConnectivity,http://example.org/telecom#IntermittentConnectivity
n00756,n01060,InternalMemoryToUDSF,http://example.org/telecom#InternalMemoryToUDSF
n00757,n01060,InternalNFResourceTelemetry,http://example.org/telecom#InternalNFResourceTelemetry
n00758,n00228,InterworkingScenarios,http://example.org/telecom#InterworkingScenarios
n00759,n00228,IoT,http://example.org/telecom#IoT
n00760,n01205,IoTAggregation,http://example.org/telecom#IoTAggregation
n00761,n01205,IoTAggregationUseCase,http://example.org/telecom#IoTAggregationUseCase
n00762,n00228,IsolatedExecutionEnvironment,http://example.org/telecom#IsolatedExecutionEnvironment
n00763,n01594,IsolatedExecutionEnvironments,http://example.org/telecom#IsolatedExecutionEnvironments
n00764,n00228,Isolation,http://example.org/telecom#Isolation
n00765,n01708,IsolationStrategies,http://example.org/telecom#IsolationStrategies
n00766,n00161,Istio,http://example.org/telecom#Istio
n00767,n00161,IstioBasedServiceMesh,http://example.org/telecom#IstioBasedServiceMesh
n00768,n00049,ItsOwnMetricsEndpoint,http://example.org/telecom#ItsOwnMetricsEndpoint
n00769,n00340,JSONDeserialization,http://example.org/telecom#JSONDeserialization
n00770,n00228,Jamming,http://example.org/telecom#Jamming
n00771,n01291,Jitter,http://example.org/telecom#Jitter
n00772,n00771,JitterIssuesOnN3,http://example.org/telecom#JitterIssuesOnN3
n00773,n00910,JobDefinitionsInPrometheusYml,http://example.org/telecom#JobDefinitionsInPrometheusYml
n00774,n00228,KAUSF,http://example.org/telecom#KAUSF
n00775,n00228,KNI,http://example.org/telecom#KNI
n00776,n00342,KPIData,http://example.org/telecom#KPIData
n00777,n00872,KPIMeasurement,http://example.org/telecom#KPIMeasurement
n00778,n00228,KSEAF,http://example.org/telecom#KSEAF
n00779,n00210,KeepaliveMechanism,http://example.org/telecom#KeepaliveMechanism
n00780,n01485,KeyDerivation,http://example.org/telecom#KeyDerivation
n00781,n01594,KeyInputsToDynamicQoSAndScalingActions,http://example.org/telecom#KeyInputsToDynamicQoSAndScalingActions
n00782,n01594,KeyQoSMetric,http://example.org/telecom#KeyQoSMetric
n00783,n01056,KnowledgeOfNodeNetworkConnectivity,http://example.org/telecom#KnowledgeOfNodeNetworkConnectivity
n00784,n00161,Kubernetes,http://example.org/telecom#Kubernetes
n00785,n00161,KubernetesBasedControlPlaneOrchestration,http://example.org/telecom#KubernetesBasedControlPlaneOrchestration
n00786,n00161,KubernetesEnvironments,http://example.org/telecom#KubernetesEnvironments
n00787,n00161,KubernetesOperators,http://example.org/telecom#KubernetesOperators
n00788,n00161,KubernetesServiceIPs,http://example.org/telecom#KubernetesServiceIPs
n00789,n00161,KubernetesStatefulSets,http://example.org/telecom#KubernetesStatefulSets
n00790,n00049,LSOAPICalls,http://example.org/telecom#LSOAPICalls
n00791,n00228,LTE1MsTTI,http://example.org/telecom#LTE1MsTTI
n00792,n00161,LabToProductionDeployment,http://example.org/telecom#LabToProductionDeployment
n00793,n00228,LackOfRealTimeAwareness,http://example.org/telecom#LackOfRealTimeAwareness
n00794,n01291,Latency,http://example.org/telecom#Latency
n00795,n00794,LatencyAcrossChainedUPFs,http://example.org/telecom#LatencyAcrossChainedUPFs
n00796,n00794,LatencyAndEnergyConstraints,http://example.org/telecom#LatencyAndEnergyConstraints
n00797,n00794,LatencyAwareDeployment,http://example.org/telecom#LatencyAwareDeployment
n00798,n00794,LatencyConstraints,http://example.org/telecom#LatencyConstraints
n00799,n00794,LatencyCritical,http://example.org/telecom#LatencyCritical
n00800,n00794,LatencyEnergyAndResourceConstraints,http://example.org/telecom#LatencyEnergyAndResourceConstraints
n00801,n00794,LatencyJitter,http://example.org/telecom#LatencyJitter
n00802,n00794,LatencyJitter≈37–102Ms,http://example.org/telecom#LatencyJitter_37_102Ms
n00803,n00794,LatencyPenalties,http://example.org/telecom#LatencyPenalties
n00804,n00794,LatencyRange,http://example.org/telecom#LatencyRange
n00805,n00794,LatencySensitiveServices,http://example.org/telecom#LatencySensitiveServices
n00806,n00794,LatencySpikes,http://example.org/telecom#LatencySpikes
n00807,n00794,LatencyThroughputReliabilityAndCrossDomainSync,http://example.org/telecom#LatencyThroughputReliabilityAndCrossDomainSync
n00808,n00794,LatencyViolationRate,http://example.org/telecom#LatencyViolationRate
n00809,n00794,LatencyViolationRateAndQoSThresholds,http://example.org/telecom#LatencyViolationRateAndQoSThresholds
n00810,n00794,LatencyVsEnergy,http://example.org/telecom#LatencyVsEnergy
n00811,n00228,LaterPhases,http://example.org/telecom#LaterPhases
n00812,n01594,LateralTrafficFlow,http://example.org/telecom#LateralTrafficFlow
n00813,n01485,Layer2Authentication,http://example.org/telecom#Layer2Authentication
n00814,n00794,Le1MsLatency,http://example.org/telecom#Le1MsLatency
n00815,n00794,Le1MsOneWayLatency,http://example.org/telecom#Le1MsOneWayLatency
n00816,n00794,Le1MsUserPlaneLatency,http://example.org/telecom#Le1MsUserPlaneLatency
n00817,n01266,LegatoAdagioPresto,http://example.org/telecom#LegatoAdagioPresto
n00818,n01594,Libogsmetrics,http://example.org/telecom#Libogsmetrics
n00819,n00228,Libprom,http://example.org/telecom#Libprom
n00820,n01266,LibsctpDev,http://example.org/telecom#LibsctpDev
n00821,n01737,LinearIncreaseInFronthaulDataThroughput,http://example.org/telecom#LinearIncreaseInFronthaulDataThroughput
n00822,n01266,LinkIp,http://example.org/telecom#LinkIp
n00823,n00228,LinkingTwoSMFs,http://example.org/telecom#LinkingTwoSMFs
n00824,n01060,LoadAwareNFInstanceSelection,http://example.org/telecom#LoadAwareNFInstanceSelection
n00825,n01208,LoadBalancingServices,http://example.org/telecom#LoadBalancingServices
n00826,n01179,LocalStateLoss,http://example.org/telecom#LocalStateLoss
n00827,n00228,LocationServices,http://example.org/telecom#LocationServices
n00828,n01506,LogicalSlicingArchitecture,http://example.org/telecom#LogicalSlicingArchitecture
n00829,n00228,LogicallyIsolatedFromOneAnother,http://example.org/telecom#LogicallyIsolatedFromOneAnother
n00830,n00910,Logs,http://example.org/telecom#Logs
n00831,n01058,LongerRequestTimes,http://example.org/telecom#LongerRequestTimes
n00832,n00228,LoopbackIPs,http://example.org/telecom#LoopbackIPs
n00833,n00771,LowJitter,http://example.org/telecom#LowJitter
n00834,n00794,LowLatency,http://example.org/telecom#LowLatency
n00835,n00794,LowLatencyAndDeterministicScheduling,http://example.org/telecom#LowLatencyAndDeterministicScheduling
n00836,n00794,LowLatencyAndMinimalPacketLoss,http://example.org/telecom#LowLatencyAndMinimalPacketLoss
n00837,n00794,LowLatencyDataHandling,http://example.org/telecom#LowLatencyDataHandling
n00838,n00794,LowLatencyIO,http://example.org/telecom#LowLatencyIO
n00839,n00794,LowLatencyKernels,http://example.org/telecom#LowLatencyKernels
n00840,n00794,LowLatencyUseCases,http://example.org/telecom#LowLatencyUseCases
n00841,n01708,LowRateRequirements,http://example.org/telecom#LowRateRequirements
n00842,n00273,LowerAverageCPUUsage,http://example.org/telecom#LowerAverageCPUUsage
n00843,n00693,MACLayer,http://example.org/telecom#MACLayer
n00844,n01133,MANO,http://example.org/telecom#MANO
n00845,n00228,MCM,http://example.org/telecom#MCM
n00846,n01313,MDPDRLBasedRANSchedulers,http://example.org/telecom#MDPDRLBasedRANSchedulers
n00847,n00210,MEC,http://example.org/telecom#MEC
n00848,n00210,MECEnvironments,http://example.org/telecom#MECEnvironments
n00849,n00228,MEF,http://example.org/telecom#MEF
n00850,n00273,MIQCPAndBinPacking,http://example.org/telecom#MIQCPAndBinPacking
n00851,n00273,MIQCPMixedIntegerQuadraticallyConstrainedProgramming,http://example.org/telecom#MIQCPMixedIntegerQuadraticallyConstrainedProgramming
n00852,n01506,MMTCFlows,http://example.org/telecom#MMTCFlows
n00853,n01266,MTLS,http://example.org/telecom#MTLS
n00854,n00273,MaintainingRealTimeControl,http://example.org/telecom#MaintainingRealTimeControl
n00855,n00856,Management,http://example.org/telecom#Management
n00856,n00228,ManagementConcept,http://example.org/telecom#ManagementConcept
n00857,n00855,ManagingIntentLifecycleStates,http://example.org/telecom#ManagingIntentLifecycleStates
n00858,n01056,ManagingNetworkResources,http://example.org/telecom#ManagingNetworkResources
n00859,n00228,MandatoryForRealisticEndToEndTestbedOperation,http://example.org/telecom#MandatoryForRealisticEndToEndTestbedOperation
n00860,n01485,MandatoryPrimaryAuthenticationProtocolAcrossN1Interface,http://example.org/telecom#MandatoryPrimaryAuthenticationProtocolAcrossN1Interface
n00861,n01266,ManualIPAlignment,http://example.org/telecom#ManualIPAlignment
n00862,n01060,MatchingPLMNIDAndTACAcrossConfigurations,http://example.org/telecom#MatchingPLMNIDAndTACAcrossConfigurations
n00863,n01708,MaximumGroupDataRateControl,http://example.org/telecom#MaximumGroupDataRateControl
n00864,n01506,MaximumSliceDataRate,http://example.org/telecom#MaximumSliceDataRate
n00865,n01838,MaximumUPFsPerChunkLimitedPool,http://example.org/telecom#MaximumUPFsPerChunkLimitedPool
n00866,n01358,MeanTimeToRepairMTTR,http://example.org/telecom#MeanTimeToRepairMTTR
n00867,n01594,MeasurementSplit,http://example.org/telecom#MeasurementSplit
n00868,n01506,MeetingSubMsDeadlines,http://example.org/telecom#MeetingSubMsDeadlines
n00869,n00340,MemoryResourceUsageProcessResidentMemoryBytes,http://example.org/telecom#MemoryResourceUsageProcessResidentMemoryBytes
n00870,n01058,MessagesSuchAsInitialUEMessage,http://example.org/telecom#MessagesSuchAsInitialUEMessage
n00871,n01058,MessagesSuchAsUEContextRelease,http://example.org/telecom#MessagesSuchAsUEContextRelease
n00872,n00873,Metric,http://example.org/telecom#Metric
n00873,n00228,MetricConcept,http://example.org/telecom#MetricConcept
n00874,n00049,MetricsAPI,http://example.org/telecom#MetricsAPI
n00875,n01506,MetricsDefinitions,http://example.org/telecom#MetricsDefinitions
n00876,n01133,MetricsDrivenOrchestration,http://example.org/telecom#MetricsDrivenOrchestration
n00877,n00049,MetricsEndpoints,http://example.org/telecom#MetricsEndpoints
n00878,n00049,MetricsEndpointsEvery10Seconds,http://example.org/telecom#MetricsEndpointsEvery10Seconds
n00879,n01266,MetricsHTTPServersToHostIPs,http://example.org/telecom#MetricsHTTPServersToHostIPs
n00880,n01594,MetricsInOpen5GS,http://example.org/telecom#MetricsInOpen5GS
n00881,n01594,MetricsIntegration,http://example.org/telecom#MetricsIntegration
n00882,n01594,MetricsSubsystem,http://example.org/telecom#MetricsSubsystem
n00883,n01404,MicroSegmentation,http://example.org/telecom#MicroSegmentation
n00884,n00794,MicrosecondLevelLatencyMetrics,http://example.org/telecom#MicrosecondLevelLatencyMetrics
n00885,n00161,MicroserviceBasedCNFs,http://example.org/telecom#MicroserviceBasedCNFs
n00886,n00161,MicroserviceDesign,http://example.org/telecom#MicroserviceDesign
n00887,n00161,MicroserviceDesignAndCICDLifecycleModels,http://example.org/telecom#MicroserviceDesignAndCICDLifecycleModels
n00888,n00161,MicroserviceDesigns,http://example.org/telecom#MicroserviceDesigns
n00889,n00161,MicroserviceKubernetesManifestsForOpen5GS,http://example.org/telecom#MicroserviceKubernetesManifestsForOpen5GS
n00890,n00161,Microservices,http://example.org/telecom#Microservices
n00891,n01058,MigrationTechniques,http://example.org/telecom#MigrationTechniques
n00892,n01058,MillionsOfUEAndIoTDevices,http://example.org/telecom#MillionsOfUEAndIoTDevices
n00893,n00228,MiniSlotTimescales,http://example.org/telecom#MiniSlotTimescales
n00894,n01594,MiniSlots,http://example.org/telecom#MiniSlots
n00895,n00228,MinimalPacketInspection,http://example.org/telecom#MinimalPacketInspection
n00896,n01205,MinimizingActiveFogNodes,http://example.org/telecom#MinimizingActiveFogNodes
n00897,n01205,MissingSchedulingPriorities,http://example.org/telecom#MissingSchedulingPriorities
n00898,n01594,MitigationOfWirelessSpecificThreats,http://example.org/telecom#MitigationOfWirelessSpecificThreats
n00899,n01205,MixedIntegerLinearProgrammingMILP,http://example.org/telecom#MixedIntegerLinearProgrammingMILP
n00900,n00228,Mobility,http://example.org/telecom#Mobility
n00901,n00228,MobilityAnchoring,http://example.org/telecom#MobilityAnchoring
n00902,n00794,ModerateLatency,http://example.org/telecom#ModerateLatency
n00903,n00228,Modify,http://example.org/telecom#Modify
n00904,n01133,ModularOrchestration,http://example.org/telecom#ModularOrchestration
n00905,n00228,Modularity,http://example.org/telecom#Modularity
n00906,n01208,MongoDB,http://example.org/telecom#MongoDB
n00907,n01208,MongoDBCompatibility,http://example.org/telecom#MongoDBCompatibility
n00908,n01208,MongoDBStatefulSetsWithPVCs,http://example.org/telecom#MongoDBStatefulSetsWithPVCs
n00909,n01208,MongoDBURI,http://example.org/telecom#MongoDBURI
n00910,n00911,Monitoring,http://example.org/telecom#Monitoring
n00911,n00228,MonitoringConcept,http://example.org/telecom#MonitoringConcept
n00912,n00910,MonitoringInterface,http://example.org/telecom#MonitoringInterface
n00913,n00910,MonitoringOfGTPRTT,http://example.org/telecom#MonitoringOfGTPRTT
n00914,n00910,MonitoringOfPacketLoss,http://example.org/telecom#MonitoringOfPacketLoss
n00915,n01060,MonolithicCNFs,http://example.org/telecom#MonolithicCNFs
n00916,n00446,MultiAccessEdgeComputingMEC,http://example.org/telecom#MultiAccessEdgeComputingMEC
n00917,n00228,MultiClusterFederation,http://example.org/telecom#MultiClusterFederation
n00918,n01133,MultiDomainOrchestration,http://example.org/telecom#MultiDomainOrchestration
n00919,n00855,MultiHopPerformanceAssessment,http://example.org/telecom#MultiHopPerformanceAssessment
n00920,n01056,MultiHostNetworkSetup,http://example.org/telecom#MultiHostNetworkSetup
n00921,n01838,MultiHostSetups,http://example.org/telecom#MultiHostSetups
n00922,n01056,MultiMachineEndToEndNetworkValidation,http://example.org/telecom#MultiMachineEndToEndNetworkValidation
n00923,n01205,MultiObjectivePlacementModels,http://example.org/telecom#MultiObjectivePlacementModels
n00924,n01506,MultiSliceDeployments,http://example.org/telecom#MultiSliceDeployments
n00925,n00228,MultiTenancy,http://example.org/telecom#MultiTenancy
n00926,n01133,MultiTenantOrchestration,http://example.org/telecom#MultiTenantOrchestration
n00927,n00365,MultiTierHubAndSpokeArchitecture,http://example.org/telecom#MultiTierHubAndSpokeArchitecture
n00928,n01594,MultiTierTrafficHandling,http://example.org/telecom#MultiTierTrafficHandling
n00929,n00273,MultipleN1ControlPlaneConnections,http://example.org/telecom#MultipleN1ControlPlaneConnections
n00930,n00161,MultipleOperators,http://example.org/telecom#MultipleOperators
n00931,n00228,MultiplePCFs,http://example.org/telecom#MultiplePCFs
n00932,n00228,MultipleQoSFlows,http://example.org/telecom#MultipleQoSFlows
n00933,n00228,MultipleRIC,http://example.org/telecom#MultipleRIC
n00934,n01060,MultipleSMFAndUPFInstances,http://example.org/telecom#MultipleSMFAndUPFInstances
n00935,n01485,MultipleSecurityContexts,http://example.org/telecom#MultipleSecurityContexts
n00936,n01838,MultipleUPFs,http://example.org/telecom#MultipleUPFs
n00937,n01838,MultipleUPFsWithLocalBreakout,http://example.org/telecom#MultipleUPFsWithLocalBreakout
n00938,n00228,Multus,http://example.org/telecom#Multus
n00939,n01266,MutualTLS,http://example.org/telecom#MutualTLS
n00940,n00228,N1,http://example.org/telecom#N1
n00941,n00752,N10Interface,http://example.org/telecom#N10Interface
n00942,n00752,N11Interface,http://example.org/telecom#N11Interface
n00943,n00752,N12Interface,http://example.org/telecom#N12Interface
n00944,n00752,N13Interface,http://example.org/telecom#N13Interface
n00945,n00228,N14,http://example.org/telecom#N14
n00946,n00752,N15Interface,http://example.org/telecom#N15Interface
n00947,n00228,N16,http://example.org/telecom#N16
n00948,n00752,N16Interface,http://example.org/telecom#N16Interface
n00949,n00752,N1Interface,http://example.org/telecom#N1Interface
n00950,n00228,N1Mode,http://example.org/telecom#N1Mode
n00951,n01208,N1NASMessages,http://example.org/telecom#N1NASMessages
n00952,n01594,N1OverTrustedWiFi,http://example.org/telecom#N1OverTrustedWiFi
n00953,n00228,N1Signaling,http://example.org/telecom#N1Signaling
n00954,n00228,N2,http://example.org/telecom#N2
n00955,n00752,N22Interface,http://example.org/telecom#N22Interface
n00956,n00228,N2Connectivity,http://example.org/telecom#N2Connectivity
n00957,n00273,N2ControlPlaneMessages,http://example.org/telecom#N2ControlPlaneMessages
n00958,n00752,N2Interface,http://example.org/telecom#N2Interface
n00959,n01266,N2SCTPHandshakeLogs,http://example.org/telecom#N2SCTPHandshakeLogs
n00960,n01060,N2ToFunctionAcrossHosts,http://example.org/telecom#N2ToFunctionAcrossHosts
n00961,n00228,N3,http://example.org/telecom#N3
n00962,n00228,N3IWF,http://example.org/telecom#N3IWF
n00963,n01060,N3IWFMediatedWiFiAMFConnection,http://example.org/telecom#N3IWFMediatedWiFiAMFConnection
n00964,n00752,N3Interface,http://example.org/telecom#N3Interface
n00965,n00342,N3MeasurementData,http://example.org/telecom#N3MeasurementData
n00966,n01060,N3OctetCountersGTPInOutDataOctetsN3UPF,http://example.org/telecom#N3OctetCountersGTPInOutDataOctetsN3UPF
n00967,n00228,N3ReferencePoint,http://example.org/telecom#N3ReferencePoint
n00968,n01060,N3UserPlaneTrafficBetweenWiFiGatewaysAndUPF,http://example.org/telecom#N3UserPlaneTrafficBetweenWiFiGatewaysAndUPF
n00969,n00228,N4,http://example.org/telecom#N4
n00970,n00752,N4Interface,http://example.org/telecom#N4Interface
n00971,n00342,N4MeasurementData,http://example.org/telecom#N4MeasurementData
n00972,n01266,N4PFCPSessionMetrics,http://example.org/telecom#N4PFCPSessionMetrics
n00973,n00228,N4SessionEstabFail,http://example.org/telecom#N4SessionEstabFail
n00974,n00228,N4SessionEstabReq,http://example.org/telecom#N4SessionEstabReq
n00975,n00228,N4SessionReport,http://example.org/telecom#N4SessionReport
n00976,n01594,N4SessionReportSucc,http://example.org/telecom#N4SessionReportSucc
n00977,n00752,N5Interface,http://example.org/telecom#N5Interface
n00978,n00228,N6,http://example.org/telecom#N6
n00979,n00752,N6Interface,http://example.org/telecom#N6Interface
n00980,n00752,N6InterfaceMetrics,http://example.org/telecom#N6InterfaceMetrics
n00981,n00752,N6Interfaces,http://example.org/telecom#N6Interfaces
n00982,n01717,N6LinkUsageCounters,http://example.org/telecom#N6LinkUsageCounters
n00983,n00342,N6MeasurementData,http://example.org/telecom#N6MeasurementData
n00984,n00752,N7Interface,http://example.org/telecom#N7Interface
n00985,n00752,N8Interface,http://example.org/telecom#N8Interface
n00986,n00228,N9Chaining,http://example.org/telecom#N9Chaining
n00987,n01266,N9GTPByteCounters,http://example.org/telecom#N9GTPByteCounters
n00988,n01266,N9GTPPacketByteCounters,http://example.org/telecom#N9GTPPacketByteCounters
n00989,n01266,N9GTPPacketCounters,http://example.org/telecom#N9GTPPacketCounters
n00990,n01838,N9GTPUTrafficBetweenUPFs,http://example.org/telecom#N9GTPUTrafficBetweenUPFs
n00991,n00752,N9Interface,http://example.org/telecom#N9Interface
n00992,n01330,N9RTTMetrics,http://example.org/telecom#N9RTTMetrics
n00993,n01330,N9RTTMetricsGTPRttDelayN9,http://example.org/telecom#N9RTTMetricsGTPRttDelayN9
n00994,n00273,NAS,http://example.org/telecom#NAS
n00995,n00273,NASClassification,http://example.org/telecom#NASClassification
n00996,n01208,NASMessagesOverWiFi,http://example.org/telecom#NASMessagesOverWiFi
n00997,n00273,NASSignaling,http://example.org/telecom#NASSignaling
n00998,n01060,NASSignalingBetweenUEAndAMF,http://example.org/telecom#NASSignalingBetweenUEAndAMF
n00999,n01838,NASSignalingForLegacyWiFiDevicesLackingEAP5GSupport,http://example.org/telecom#NASSignalingForLegacyWiFiDevicesLackingEAP5GSupport
n01000,n01058,NASTrafficToN3IWFGateways,http://example.org/telecom#NASTrafficToN3IWFGateways
n01001,n01058,NASTrafficToTNGFGateways,http://example.org/telecom#NASTrafficToTNGFGateways
n01002,n00073,NATForSecurity,http://example.org/telecom#NATForSecurity
n01003,n00073,NATSegmentationAcrossSlices,http://example.org/telecom#NATSegmentationAcrossSlices
n01004,n01060,NFActivity,http://example.org/telecom#NFActivity
n01005,n01060,NFBindAddresses,http://example.org/telecom#NFBindAddresses
n01006,n01060,NFInstance,http://example.org/telecom#NFInstance
n01007,n01060,NFInstances,http://example.org/telecom#NFInstances
n01008,n01060,NFInstancesInAnNFSet,http://example.org/telecom#NFInstancesInAnNFSet
n01009,n01060,NFLogs,http://example.org/telecom#NFLogs
n01010,n01060,NFLowLatencyRequirements,http://example.org/telecom#NFLowLatencyRequirements
n01011,n01060,NFOperatorsToTreatInfrastructureAsCode,http://example.org/telecom#NFOperatorsToTreatInfrastructureAsCode
n01012,n01060,NFPerformanceAndLoad,http://example.org/telecom#NFPerformanceAndLoad
n01013,n01060,NFProcess,http://example.org/telecom#NFProcess
n01014,n01060,NFProfileDataExternally,http://example.org/telecom#NFProfileDataExternally
n01015,n01060,NFProfiles,http://example.org/telecom#NFProfiles
n01016,n01060,NFSet,http://example.org/telecom#NFSet
n01017,n01060,NFSets,http://example.org/telecom#NFSets
n01018,n01060,NFStateToUDSFLikeStores,http://example.org/telecom#NFStateToUDSFLikeStores
n01019,n01060,NFTiers,http://example.org/telecom#NFTiers
n01020,n01060,NFV,http://example.org/telecom#NFV
n01021,n00297,NFVIInCore,http://example.org/telecom#NFVIInCore
n01022,n01060,NFVO,http://example.org/telecom#NFVO
n01023,n01060,NFVOVNFM,http://example.org/telecom#NFVOVNFM
n01024,n01060,NFVStackMaturity,http://example.org/telecom#NFVStackMaturity
n01025,n01060,NFZone,http://example.org/telecom#NFZone
n01026,n01060,NFs,http://example.org/telecom#NFs
n01027,n01060,NFsAndApplications,http://example.org/telecom#NFsAndApplications
